Initial Text,Cleaned Text
Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?,just finished wedding the flower bed why is it the weed grow so well but legitimate plant hate me
only 2 more days of minnie,only two more day of minine
 nope. Gone.,note gone
 hey Jodi.. what`s up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school,hey modi what ha you young im bored i just made a syoundae c you monday haha it red poll you in school
" Oh, and Happy Judd Day haha  #juddday",oh and happy judo day haha sunday
got it? good. HAPPY MOTHERS DAY!,got it good happy mother day
_mit_glee It is confusing and flippin expensive,mit glee it is confusing and flipping expensive
10 out of 40 done... everyone is going to be home drinking beer starting next week,ten out of forty done everyone is going to be home drinking beer starting next week
  'Bandwidth Limit Exceeded' on your website,bandwidth limit exceeded on your website
Beautiful sunshine when I woke up  but litterally 2 minutes later it starts to rain! I must be cursed.,beautiful sunshine when i woke up but literally it start to rain i must be cursed
The heat is here!!!,the heat is here
is hating the weather. UGH.,is hating the weather
woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.,wah i love the new twitter app so many new thing to do just got finished watching video on this and it wa good
a bit worried...,a bit worried
i really needa find more stastics,i really need find more statistic
i like this Dr. Seuss quote - ï¿½You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,i like this dr know you are in love when you cannot fall asleep because reality is finally better than your dream
" Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I`m still EVIL tho!",yes you make me want to be a better person think i mentioned it before will continue to do so i am still evil tho
 early happy day of birth in case I don`t make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!,early happy day of birth in case i do not make it very tired from therapy today n just taking my medicine missed love ya
" Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol",to hear you are okay could have really hurt by the sound of it is the couch okay laughing out loud
"#SanctuarySunday  it`s our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join in",sanctuarysunday it ha our mission to make sanctuary a trending topic for the day lot of people on board for it join in
soooo fed up with this,soo fed up with this
" gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",landing mac un ah for sure if it out in the market ma medal pa sha sa facebook pro ang cool ng concept
"_beyond I told you people in indiana were batshit. I lived there, after all. I feel like I escaped from that Orwell book everyday...",beyond i told you people in indiana were mathit i lived there after all i feel like i escaped from that book everyday
had an amazing night with the girls,had an amazing night with the girl
 can`t! need to work on overtime project at lunchtime.    Sorry!,can t need to work on overtime project at lunchtime sorry
wishes Happy Mother`s Day!,wish happy mother s day
I want a lie in tomorrow! Won`t be getting one though,i want a lie in tomorrow will not be getting one though
 Oh you do? I have the ability to teleport,oh you do i have the ability to teleport
" I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",i managed to find few place where you can combine fun pleasure and saving but it took some planning though
Such a beautiful day...wish my bike hadn`t been run over by a car - hit and run.   #bikeTO,such a beautiful day wish my bike had not been run over by a car hit and run bike
A VERY HAPPY MOTHER`S DAY TO ALL MOTHERS OUT THERE! Mamma Mia - Abba   ? http://blip.fm/~5z5uw,a very happy mother s day to all mother out there
http://snipurl.com/hbp3g  Canalway Cavalcade over in `little venice` near Warwick Avenue - on today too,g canalway cavalcade over in little venice near warwick avenue on today too
" I read for pure escapism. Don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason",i read for pure escape do not make me think take me away non fiction tends not to achieve that for some strange reason
Screw you guys and your prom pictures,you guy and your prom picture
So Bored. Firday Evening And Nothing To Do,so bored friday evening and nothing to do
" Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.",yeah she ha done it several time my numeral boa did it a few time w no pro just wonder if my hognose need bigger food
Went to bed at 12:20 last night. Woke up around 10:45. Holy ****.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.,went to bed at woke up around ten forty-five holy i need to get up earlier like eight wish i could get up at six every day
Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,headed to see friend new baby gave up trip to the lake cause of dance class such a good mama
nomatter how much i sleep am still tired  either going to sleep early or late....,matter how much i sleep am still tired either going to sleep early or late
 i was sweating 2 but i didnt see u there,i wa sweating two bout i did not see you there
 Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I`m even more distraught I missed it,celebrity sighting here bea09 now i am even more distraught i missed it
watching the games and making some popcornss!,watching the game and making some popcorn
