Initial Text,Cleaned Text
"Is finally home, fed and ready to go to bed and its only 2:45am.  That`s gotta be a record",is final home fed and readi to go to bed and it onli am that ` s got ta be a record
  what`s wrong with debbie?,what ` s wrong with debat
"had to pause tv, now i`m 10 minutes behind on BGT",had to paus tv now i ` m minut behind on gt
 thought it was rubbish  twins are cute tho!,thought it wa rubbish twin are cute tho
 WHAT?! i was wanting to see that show!!,what i wa want to see that show
I hate how MS makes me feel. I can`t control my legs 2nite & am in too much pain - it`s driving me crazy  Anyone else get those moments?!!,i hate how m make me feel i can ` t control my leg site am in too much pain it ` s drive me crazi anyon els get those moment
 Hahahahahahahahahah! That tickled me so much!,hahahahahahahahahah that tackl me so much
_Josa how exciting!!! looking forward to pics on facebook  ****,jose how excit look forward to pic on facebook
i still DON`T have the internet @ home  ****,i still don ` t have the internet home
Just read McDonald`s is actually running more ads than before the economic slowdown. Great. I`m lovin it.,just read mcdonald ` s is actual run more ad than befor the econom slowdown great i ` m login it
Fuccin bacc hurts now. Just dragged the long blocc on a piece of wood. From the corner to in my garage.,fuck back hurt now just drag the long block on a piec of wood from the corner to in my garag
 Oh ****. That really sucks,oh that realli suck
my car is possessed and won`t stop honking at me,my car is possess and won ` t stop work at me
"Going to bed. Today was another good, if uneventful day.",go to bed today wa anoth good if unev day
 the new song with cobra starship is amazing!!,the new song with cobra starship is amaz
" bahaha, BOF? you`ve gotta get a life... although i can`t say much with my obsession with miley cyrus.. I`VE gotta get a life",banana of you ` ve got ta get a life although i can ` t say much with my obsess with miley cyrus i ` ve got ta get a life
had a nice time with juno  http://plurk.com/p/sv71z,had a nice time with juno
"Awake still O_o, breeding for perfect or close to perfect IVs on a pikachu  don`t know what that means? Google it or wait for my articles",awak still oo breed for perfect or close to perfect is on a pikachu don ` t know what that mean googl it or wait for my articl
Just saw up with my favorites and surprisingly it was way too sad,just saw up with my favorit and surpris it wa way too sad
" actually, web works fine. tweetdeck keeps crashing  i`m in NJ today avoiding nascar",actual web work fine tweetdeck keep crash i ` m in nj today avoid nascar
 it`s depressing,it ` s depress
Happy Mother`s Day to all your wonderful moms!,happi mother ` s day to all your wonder mom
"If any one is looking for  he is now at   (And if you don`t know him yet, follow him anyways, good guy)",if ani one is look for he is now at and if you don ` t know him yet follow him anyway good guy
" ha I think I got like two hours of sleep last night and I have an early start tomorrow, so chillin and sleep is needed!",ha i think i got like two hour of sleep last night and i have an earli start tomorrow so chill and sleep is need
" i miss that place, but miss wegmans even more. whole foods != wegmans",i miss that place but miss wegman even more whole food = wegman
 I don`t think I`m going camping,i don ` t think i ` m go camp
 right on!  i`m 29 myself... i turn 30 in october. i think that pretty much makes us awesome,right on i ` m myself i turn in octob i think that pretti much make u awesom
"Now Im in the work  , I miss my home, any news?",now im in the work i miss my home ani news
" Hmm.. didn`t get the DM, are you sure it didn`t go to someone else?",hmm didn ` t get the dm are you sure it didn ` t go to someon els
_Mom Maybe people would start looking for us... like 'where`s Waldo' but 'where`s the CKC'?,mom mayb peopl would start look for u like where ` s also but where ` s the cc
  maybe a good night`s sleep for everyone?,mayb a good night ` s sleep for everyon
_Staack Pfft ... i dont have the guts .. YOU TELL HIM  and say its a fundraiser like .. PFFT,stack fft i dont have the gut you tell him and say it a fundrais like fft
 Not any more.,not ani more
My new camera... http://tinyurl.com/l8pde3 ... RIP my hot pink Polaroid i733,my new camera rip my hot pink polaroid i
 aww  that`s horrible! xD,www that ` s horribl xd
WAH. i`m gonna miss bowie people  ESP YOU ALYANNA BONDOC <3 and Cesar. D:< I dunno if I can survive without my SOSA!,wah i ` m gon na miss bowi peopl esp you albania london and cesar d i dunno if i can surviv without my so
Watchin Hollyoaks...poor Justin!,watch hollyoakspoor justin
"My copy shipped Friday, if it shows up today, I`ll tune in.",my copi ship friday if it show up today i ` ll tune in
Fixed my favourites. $180 and the heels fell off after 4 wears,fix my favourit and the heel fell off after wear
" pretty much, thanks.  seeing if a little Gilbert & Sullivan will cheer me up more.",pretti much thank see if a littl gilbert sullivan will cheer me up more
working again today  but off tomorrow for dan`s party! yay!,work again today but off tomorrow for dan ` s parti yay
 Thank you  xo,thank you xo
"Welcome aboard to 5 new followers  Thanks, I`m honored.",welcom aboard to new follow thank i ` m honor
Going to sunnybank,go to sunnybank
"laughed so much today over that picture of lauren, that my chest hurts.",laugh so much today over that pictur of lauren that my chest hurt
"has a lot to catch up on from the weekend! The BHR hosts have been busy, busy, busy  http://plurk.com/p/rqpl7",ha a lot to catch up on from the weekend the br host have been busi busi busi
 I`m trying really hard not to hate you.,i ` m tri realli hard not to hate you
"flu or allergy??? ... Doesn`t matter, just try to squeeze my Sundayyyy",flu or allergi doesn ` t matter just tri to squeez my sundayyyi
Lets get rich and give everyone nice sweaters and teach them how to dance...,let get rich and give everyon nice sweater and teach them how to danc
"_Morris Congratulations! what a milestone for you and your girls! I`m almost at five months, just for one though  You rock!",morri congratul what a mileston for you and your girl i ` m almost at five month just for one though you rock
lapit na ko magout. lapit na fated to love you.hehe  http://plurk.com/p/rrj4e,last na ko about last na fate to love youheh
_go you sure ?,go you sure
 sike sike call it truce???????????????? u still a **** and my ppl still gonna air u out tho,size size call it truce u still a and my ppl still gon na air u out tho
http://goingtorain.com/ - about as precise as any other weather report,about a precis a ani other weather report
needs to have an increase on her salary  http://plurk.com/p/wxluu,need to have an increas on her salari
" I`m good, thanks.  Hope you`re enjoying the weekend!",i ` m good thank hope you ` re enjoy the weekend
So sad you didn`t day Hello to me  ,so sad you didn ` t day hello to me
Star trek was SOOOOO AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Spock and Kirk were hillarious!!!  Im seeing it again. sooon.,star trek wa voodoo awesomespock and kirk were hilari im see it again soon
Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!,admit day is at northward mall use to live near there someon steal mike for mele
  Happy Monday!!  Hope you have a great week!,happi monday hope you have a great week
"So I played this game , yeahhhhh I lost  I`m inlove ughh....really cause I`m such a fool.",so i play this game yeahhhhh i lost i ` m inlin ughhreal caus i ` m such a fool
Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p.... Come on Denver!!,wait for the denver game to come on but i dont think their gon na win it laker suck lol p come on denver
